id,name,latitude,longitude,sector,subsector,assetType,sourceType,pollution_type,emissionsQuantity,emissionsFactor,emissionsFactorUnits,activity,activityUnits,capacity,capacityUnits,capacityFactor,year,source_file,wte_class,waste_type,how_used,energy_generated,needed_hardware,wte_score,wte_confidence,wte_reason,second_best_wte_class,second_best_wte_score,classification_note
1026183,Al-Jamaliyah Subdivision,31.239990234500112,31.891782873769717,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,co2e_20yr,0.0,0.0,t of CO2e_20yr per MJ,0.0,MJ,0.0,m^2,0.0,2026,egy_co2e_20yr_source.csv,,,,,,,,,,,
1026363,Shurtah al-Farafirah Subdivision,27.028682524000118,26.757443140171024,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,co2e_20yr,0.0,0.0,t of CO2e_20yr per MJ,19547.00127,MJ,1010.52798,m^2,19.34335481735004,2026,egy_co2e_20yr_source.csv,,,,,,,,,,,
1026195,Mit Salsil Subdivision,31.24051570950016,31.793332951886143,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,co2e_20yr,0.0,0.0,t of CO2e_20yr per MJ,0.0,MJ,0.0,m^2,0.0,2026,egy_co2e_20yr_source.csv,,,,,,,,,,,
1026490,New Sawhaj City Subdivision,26.48498227250007,31.649072730139572,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,co2e_20yr,0.0,0.0,t of CO2e_20yr per MJ,0.0,MJ,0.0,m^2,0.0,2026,egy_co2e_20yr_source.csv,,,,,,,,,,,
1026199,Timay al-Imdid Subdivision,30.951750755500086,31.590001816542674,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,co2e_20yr,0.0,0.0,t of CO2e_20yr per MJ,0.0,MJ,0.0,m^2,0.0,2026,egy_co2e_20yr_source.csv,,,,,,,,,,,
44439348,Sirs al-Layyanah Subdivision,30.44374752050004,30.96901671924358,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,co2e_20yr,0.0,0.0,t of CO2e_20yr per MJ,0.0,MJ,0.0,m^2,0.0,2026,egy_co2e_20yr_source.csv,,,,,,,,,,,
44439130,Juhaynah al-Gharbiyah Subdivision,26.68806204550006,31.471029733376227,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,co2e_20yr,0.0,0.0,t of CO2e_20yr per MJ,0.0,MJ,0.0,m^2,0.0,2026,egy_co2e_20yr_source.csv,,,,,,,,,,,
44439113,Al-Baliyana Subdivision,26.2471179960001,31.942264101739696,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,co2e_20yr,0.0,0.0,t of CO2e_20yr per MJ,0.0,MJ,0.0,m^2,0.0,2026,egy_co2e_20yr_source.csv,,,,,,,,,,,
44439055,Farshut Subdivision,26.058515601500066,32.15196384454704,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,co2e_20yr,0.0,0.0,t of CO2e_20yr per MJ,0.0,MJ,0.0,m^2,0.0,2026,egy_co2e_20yr_source.csv,,,,,,,,,,,
44438555,Qaha Subdivision,30.296047210500063,31.214348148908588,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,co2e_20yr,0.0,0.0,t of CO2e_20yr per MJ,0.0,MJ,0.0,m^2,0.0,2026,egy_co2e_20yr_source.csv,,,,,,,,,,,
1026494,Tahta Subdivision,26.783896446500023,31.422544324767394,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,co2e_20yr,0.0,0.0,t of CO2e_20yr per MJ,0.0,MJ,0.0,m^2,0.0,2026,egy_co2e_20yr_source.csv,,,,,,,,,,,
1026353,Shibin al-Qanatir Subdivision,30.29766559550015,31.309748680620167,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,co2e_20yr,0.0,0.0,t of CO2e_20yr per MJ,0.0,MJ,0.0,m^2,0.0,2026,egy_co2e_20yr_source.csv,,,,,,,,,,,
1026290,Minuf Subdivision,30.459253311000083,30.877584280048197,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,co2e_20yr,0.0,0.0,t of CO2e_20yr per MJ,0.0,MJ,0.0,m^2,0.0,2026,egy_co2e_20yr_source.csv,,,,,,,,,,,
1026288,Ash-Shuhada Subdivision,30.605423927500112,30.864675272467906,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,co2e_20yr,0.0,0.0,t of CO2e_20yr per MJ,0.0,MJ,0.0,m^2,0.0,2026,egy_co2e_20yr_source.csv,,,,,,,,,,,
1026432,Faraskur Subdivision,31.3149528510001,31.745734620751755,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,co2e_20yr,0.0,0.0,t of CO2e_20yr per MJ,0.0,MJ,0.0,m^2,0.0,2026,egy_co2e_20yr_source.csv,,,,,,,,,,,
1026449,Biyala Subdivision,31.320732116500125,31.247750386992163,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,co2e_20yr,0.0,0.0,t of CO2e_20yr per MJ,0.0,MJ,0.0,m^2,0.0,2026,egy_co2e_20yr_source.csv,,,,,,,,,,,
44438630,Sumusta al-Waqf Subdivision,28.944958770500026,30.8633252108024,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,co2e_20yr,0.0,0.0,t of CO2e_20yr per MJ,0.0,MJ,0.0,m^2,0.0,2026,egy_co2e_20yr_source.csv,,,,,,,,,,,
44438617,Al-Ghanayim Subdivision,26.91930852900003,31.327743368350234,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,co2e_20yr,0.0,0.0,t of CO2e_20yr per MJ,0.0,MJ,0.0,m^2,0.0,2026,egy_co2e_20yr_source.csv,,,,,,,,,,,
44438572,Port Suez Police Department Subdivision,29.875437500000118,32.62533919500465,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,co2e_20yr,0.0,0.0,t of CO2e_20yr per MJ,0.0,MJ,0.0,m^2,0.0,2026,egy_co2e_20yr_source.csv,,,,,,,,,,,
44439362,Minuf City Subdivision,30.46511459300012,30.932062497328776,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,co2e_20yr,0.0,0.0,t of CO2e_20yr per MJ,0.0,MJ,0.0,m^2,0.0,2026,egy_co2e_20yr_source.csv,,,,,,,,,,,
42547371,National Cement New Beni Suef Cement Plant,29.0169742891574,31.2024197604771,manufacturing,cement,integrated dry,point-source,co2e_20yr,4345505.657500001,0.7856499999883461,t of CO2e_20yr per t of cement,5531096.108399999,t of cement,12000000.0027,t of cement,0.4609246755962918,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",109.738,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,30.79,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896683,Lafarge Attaka Cement Plant,29.8061509655789,32.0869008638579,manufacturing,cement,integrated dry,point-source,co2e_20yr,4073230.7632,0.6792499999949638,t of CO2e_20yr per t of cement,5996659.2024,t of cement,10199999.9999,t of cement,0.5879077649469402,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",109.7,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,30.76,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
45257029,Abu Qir Fertilizer Complex,31.271681,30.096651,manufacturing,chemicals,ammonia,point-source,co2e_20yr,3605693.4656261434,2.08,t of CO2e_20yr per t of chemical,1733506.4738587227,t of chemical,2199999.9999999995,t of chemical,0.7879574881176014,2024,egy_co2e_20yr_source.csv,Pyrolysis,Plastic Waste,Sorted plastic is heated in low/no oxygen and vapors are condensed.,Synthetic oil + gas + process heat,"Sorting line, reactor, condenser, oil tank, safety PLC",103.936,Medium,Petrochemical/plastic-related source; Manufacturing source,Waste Recovery / RDF,101.17,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
45257062,Damietta Fertilizers Complex,31.4629882,31.7799027,manufacturing,chemicals,ammonia,point-source,co2e_20yr,3277903.15056922,2.08,t of CO2e_20yr per t of chemical,1575914.9762352025,t of chemical,2000000.0,t of chemical,0.7879574881176012,2024,egy_co2e_20yr_source.csv,Pyrolysis,Plastic Waste,Sorted plastic is heated in low/no oxygen and vapors are condensed.,Synthetic oil + gas + process heat,"Sorting line, reactor, condenser, oil tank, safety PLC",103.749,Medium,Petrochemical/plastic-related source; Manufacturing source,Waste Recovery / RDF,100.936,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896682,Borg El Arab Cement Plant,30.8803530326624,29.4656887783968,manufacturing,cement,integrated dry,point-source,co2e_20yr,2975831.6249000006,0.7856499999995487,t of CO2e_20yr per t of cement,3787731.973400001,t of cement,4799999.9999,t of cement,0.7891108278081066,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",109.27,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,30.416,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896673,Arabian Cement Attaka Plant,29.7978116090201,32.1479441668687,manufacturing,cement,integrated dry,point-source,co2e_20yr,2376325.17907,0.6792499999962234,t of CO2e_20yr per t of cement,3498454.44105,t of cement,5000000.000399999,t of cement,0.6996908881540248,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",108.989,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,30.191,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1566795,Ezz Flat Steel Ain Sokhna plant,29.6910789825686,32.3233694993333,manufacturing,iron-and-steel,DRI-EAF,point-source,co2e_20yr,2057231.4228433731,0.8160000000000002,t of CO2e_20yr per t of steel,2521116.939759036,t of steel,3899999.999999999,t of steel,0.6464402409638554,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",108.408,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,29.727,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896676,Assiuit Cement Asyut Plant,27.1708829605682,31.0150298249398,manufacturing,cement,integrated dry,point-source,co2e_20yr,2045053.35716,0.7856499999802362,t of CO2e_20yr per t of cement,2603008.1553,t of cement,5699999.9999,t of cement,0.4566680974290644,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",108.82,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,30.056,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896688,Al Minya Desert Cement Plant,28.2970429674021,30.8562772560293,manufacturing,cement,integrated dry,point-source,co2e_20yr,1995545.09935,1.0194699999509254,t of CO2e_20yr per t of cement,1957433.86215,t of cement,2690000.0004000003,t of cement,0.7276705806167032,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",108.745,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,29.996,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1566793,Egyptian Sponge Iron and Steel Company Sadat City plant,30.3934427543613,30.5890216234744,manufacturing,iron-and-steel,DRI-EAF,point-source,co2e_20yr,1939320.7228915663,1.0,t of CO2e_20yr per t of steel,1939320.7228915663,t of steel,3000000.0,t of steel,0.6464402409638554,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",108.258,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,MRF + Waste-to-Energy,74.607,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
32438370,Helwan Cement Plant,29.8224321070379,31.3088116638073,manufacturing,cement,integrated semidry,point-source,co2e_20yr,1750386.97755,0.7224749999333479,t of CO2e_20yr per t of cement,2422764.7707,t of cement,7999999.999799999,t of cement,0.3028455963450711,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",108.427,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,29.742,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1566794,Al-Ezz Dekheila Steel Alexandria plant,31.1197236694082,29.8066596183369,manufacturing,iron-and-steel,DRI-EAF,point-source,co2e_20yr,1687984.7572048192,0.8160000000000001,t of CO2e_20yr per t of steel,2068608.771084337,t of steel,3200000.0000000005,t of steel,0.6464402409638552,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",107.884,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,29.307,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896696,National Cement El Hassana Cement Plant,30.7023578831213,33.8516247543297,manufacturing,cement,integrated dry,point-source,co2e_20yr,1398554.06296,0.7856499999490568,t of CO2e_20yr per t of cement,1780123.5449,t of cement,7000000.0002,t of cement,0.2543033635498771,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",108.24,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,29.592,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1566797,Suez Steel Solb Misr Attaka plant,29.9230960808973,32.4660825465818,manufacturing,iron-and-steel,DRI-EAF,point-source,co2e_20yr,1357524.5060240964,1.0,t of CO2e_20yr per t of steel,1357524.5060240964,t of steel,2100000.0,t of steel,0.6464402409638554,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",107.566,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,29.052,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896681,Tura Cement Plant,29.9259488047751,31.3032944293705,manufacturing,cement,integrated dry,point-source,co2e_20yr,1082564.56731,0.5871700000566027,t of CO2e_20yr per t of cement,1843698.7026,t of cement,4000000.0001,t of cement,0.4609246756384768,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",107.921,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,29.337,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896675,Sinai El Hassana Cement Plant,30.7278051823552,33.7756579193918,manufacturing,cement,integrated dry,point-source,co2e_20yr,1050163.8673,0.7856499999884393,t of CO2e_20yr per t of cement,1336681.55962,t of cement,2899999.9999,t of cement,0.4609246757469284,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",107.809,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,29.247,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
45257030,Alexandria Fertilizer Complex,31.272363,30.092262,manufacturing,chemicals,ammonia,point-source,co2e_20yr,1046880.3187130447,2.08,t of CO2e_20yr per t of chemical,503307.84553511767,t of chemical,638750.0,t of chemical,0.787957488117601,2024,egy_co2e_20yr_source.csv,Pyrolysis,Plastic Waste,Sorted plastic is heated in low/no oxygen and vapors are condensed.,Synthetic oil + gas + process heat,"Sorting line, reactor, condenser, oil tank, safety PLC",102.715,Medium,Petrochemical/plastic-related source; Manufacturing source,Waste Recovery / RDF,99.644,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896693,WNCC New Beni Suef Cement Plant,29.1275032071171,31.2839145479712,manufacturing,cement,integrated dry,point-source,co2e_20yr,967597.7208399998,0.7856500000357943,t of CO2e_20yr per t of cement,1231588.77464,t of cement,2399999.9999,t of cement,0.5131619894547151,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",107.622,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,29.097,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
45257105,Helwan Fertilizer Plant,29.7758725,31.3022137,manufacturing,chemicals,ammonia,point-source,co2e_20yr,966440.575398076,2.08,t of CO2e_20yr per t of chemical,464634.8920183059,t of chemical,589669.9999999999,t of chemical,0.7879574881176014,2024,egy_co2e_20yr_source.csv,Pyrolysis,Plastic Waste,Sorted plastic is heated in low/no oxygen and vapors are condensed.,Synthetic oil + gas + process heat,"Sorting line, reactor, condenser, oil tank, safety PLC",102.625,Medium,Petrochemical/plastic-related source; Manufacturing source,Waste Recovery / RDF,99.532,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896690,South Valley Bani Suef Desert Cement Plant,29.1270528076202,31.2687718053031,manufacturing,cement,integrated dry,point-source,co2e_20yr,884044.8460599999,0.7856499999927569,t of CO2e_20yr per t of cement,1125240.0510000002,t of cement,2200000.0001000003,t of cement,0.5114727504312967,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",107.453,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,28.963,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
32438372,Suez Cement Attaka Plant,29.7718311350379,32.2115818467522,manufacturing,cement,integrated dry,point-source,co2e_20yr,877461.1090199999,0.6792499999635839,t of CO2e_20yr per t of cement,1291808.77301,t of cement,3200000.0004,t of cement,0.4036902415151637,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",107.453,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,28.963,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
45257033,Aswan Kima Fertilizer Complex,24.0611469,32.9161871,manufacturing,chemicals,ammonia,point-source,co2e_20yr,847501.8595796718,2.079999999999999,t of CO2e_20yr per t of chemical,407452.8171056116,t of chemical,517100.0,t of chemical,0.7879574881176012,2024,egy_co2e_20yr_source.csv,Pyrolysis,Plastic Waste,Sorted plastic is heated in low/no oxygen and vapors are condensed.,Synthetic oil + gas + process heat,"Sorting line, reactor, condenser, oil tank, safety PLC",102.498,Medium,Petrochemical/plastic-related source; Manufacturing source,Waste Recovery / RDF,99.373,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896684,MBCC New Bani Suef Cement Plant,28.9235004546184,31.0791749719823,manufacturing,cement,integrated dry,point-source,co2e_20yr,821762.19704,0.785650000009213,t of CO2e_20yr per t of cement,1045964.73879,t of cement,3000000.0001,t of cement,0.3486549129183782,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",107.247,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,28.798,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
42547266,Juhayna West Cement Plant,26.6576904424748,31.3211877135837,manufacturing,cement,integrated dry,point-source,co2e_20yr,724250.94293,0.7856500000113321,t of CO2e_20yr per t of cement,921849.35139,t of cement,1999999.9999,t of cement,0.4609246757180462,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",107.097,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,28.678,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896694,El Sewedy Cement Attaka Plant,29.7476506898114,32.2126593731889,manufacturing,cement,integrated dry,point-source,co2e_20yr,713960.2650399999,0.7856499999212473,t of CO2e_20yr per t of cement,908751.05341,t of cement,3400000.000199999,t of cement,0.2672797215754541,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",107.06,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,28.648,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3673054,Nag Hammadi aluminium plant,25.990817,32.331312,manufacturing,aluminum,Smelting,point-source,co2e_20yr,708087.4521352059,2.5,t of CO2e_20yr per t of alumina/aluminum,283234.9808540823,t of alumina/aluminum,319999.99999999994,t of alumina/aluminum,0.8851093151690075,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",106.948,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,28.558,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
33999114,EGY-'Ataqah_methanol,29.5152729052742,32.2271765919496,manufacturing,chemicals,methanol,point-source,co2e_20yr,687802.68,0.375,t of CO2e_20yr per t of chemical,1834140.48,t of chemical,2060832.0,t of chemical,0.8899999999999999,2024,egy_co2e_20yr_source.csv,Pyrolysis,Plastic Waste,Sorted plastic is heated in low/no oxygen and vapors are condensed.,Synthetic oil + gas + process heat,"Sorting line, reactor, condenser, oil tank, safety PLC",102.251,Medium,Petrochemical/plastic-related source; Manufacturing source,Waste Recovery / RDF,99.064,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
45257154,Nitrogenous Fertilizer Complex,29.9463098,32.4672762,manufacturing,chemicals,ammonia,point-source,co2e_20yr,655580.6301138441,2.0800000000000005,t of CO2e_20yr per t of chemical,315182.99524704035,t of chemical,400000.00000000006,t of chemical,0.7879574881176008,2024,egy_co2e_20yr_source.csv,Pyrolysis,Plastic Waste,Sorted plastic is heated in low/no oxygen and vapors are condensed.,Synthetic oil + gas + process heat,"Sorting line, reactor, condenser, oil tank, safety PLC",102.199,Medium,Petrochemical/plastic-related source; Manufacturing source,Waste Recovery / RDF,98.998,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1566792,Egyptian American Steel Rolling Company Sadat City plant,30.3860340068522,30.5703492141629,manufacturing,iron-and-steel,EAF,point-source,co2e_20yr,632994.2839518074,0.8160000000000002,t of CO2e_20yr per t of steel,775728.2891566266,t of steel,1200000.0,t of steel,0.6464402409638554,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",106.236,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,MRF + Waste-to-Energy,72.989,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
732014,"Egyptian Ethylene and Derivatives, Alexandria",31.007524,29.834594,manufacturing,petrochemical-steam-cracking,Natural Gas Liquids,point-source,co2e_20yr,607583.9313500004,1.7637231547618022,t of CO2e_20yr per tonnes,344489.4,tonnes,459999.9999999996,t of ethylene,0.7488900000000007,2024,egy_co2e_20yr_source.csv,Pyrolysis,Plastic Waste,Sorted plastic is heated in low/no oxygen and vapors are condensed.,Synthetic oil + gas + process heat,"Sorting line, reactor, condenser, oil tank, safety PLC",106.955,Medium,Petrochemical/plastic-related source; Manufacturing source,Waste Recovery / RDF,104.944,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1566796,Ezz Steel Rebar Sadat City plant,30.3815419976564,30.5640793650254,manufacturing,iron-and-steel,EAF,point-source,co2e_20yr,527495.236626506,0.816,t of CO2e_20yr per t of steel,646440.2409638554,t of steel,1000000.0,t of steel,0.6464402409638554,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",105.974,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,MRF + Waste-to-Energy,72.779,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896691,Dekhela Cement Plant,31.1417032512115,29.837925212807,manufacturing,cement,integrated dry,point-source,co2e_20yr,518725.83873,0.6792500000130717,t of CO2e_20yr per t of cement,763674.40371,t of cement,2200000.0001000003,t of cement,0.3471247289433125,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",106.423,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,28.139,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
32438366,BMIC Asyut Cement Plant,26.9632323763536,31.1511331163543,manufacturing,cement,integrated dry,point-source,co2e_20yr,490200.57256,0.785650000062832,t of CO2e_20yr per t of cement,623942.6876099999,t of cement,1499999.9999000002,t of cement,0.4159617917677307,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",106.161,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,27.929,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1896679,Cairo Governorate Desert Cement Plant,29.9190885870406,31.5314165100546,manufacturing,cement,integrated dry,point-source,co2e_20yr,485755.82657,0.6792499999725856,t of CO2e_20yr per t of cement,715135.55626,t of cement,1499999.9999,t of cement,0.4767570375384505,2024,egy_co2e_20yr_source.csv,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",106.161,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,27.929,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
