id,name,latitude,longitude,sector,subsector,assetType,sourceType,pollution_type,emissionsQuantity,emissionsFactor,emissionsFactorUnits,activity,activityUnits,capacity,capacityUnits,capacityFactor,year,source_file,wte_class,waste_type,how_used,energy_generated,needed_hardware,wte_score,wte_confidence,wte_reason,second_best_wte_class,second_best_wte_score,classification_note
1026491,Saqultah Subdivision,26.686907657000035,31.664223785987964,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,ch4,0.0,0.0,t of CH4 per MJ,0.0,MJ,0.0,m^2,0.0,2025,egy_ch4_source.csv,,,,,,,,,,,
1026475,Al-'Arish 2 Subdivision,31.06753540100015,33.75306007024774,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,ch4,0.0,0.0,t of CH4 per MJ,0.0,MJ,0.0,m^2,0.0,2025,egy_ch4_source.csv,,,,,,,,,,,
1026484,Al-'Usayrat Subdivision,26.407089233500045,31.813651413048042,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,ch4,0.0,0.0,t of CH4 per MJ,0.0,MJ,0.0,m^2,0.0,2025,egy_ch4_source.csv,,,,,,,,,,,
1026216,Ityay al-Barud Subdivision,30.88930606900007,30.65673019765368,buildings,non-residential-onsite-fuel-usage,,gadm-aggregation,ch4,0.0,0.0,t of CH4 per MJ,0.0,MJ,0.0,m^2,0.0,2025,egy_ch4_source.csv,,,,,,,,,,,
1293934,Luxor Subdivision,25.681186677000056,32.63053820796549,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,124.85654,5.384057240932614e-07,t of CH4 per MJ,231900469.13092,MJ,18367393.11158,m^2,12.62566046918846,2026,egy_ch4_source.csv,,,,,,,,,,,
1293816,Al-Muntazah Subdivision,31.264167000000125,30.030454300269575,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,51.48947,9.274026149523337e-08,t of CH4 per MJ,555200828.31173,MJ,45328528.99544,m^2,12.248375153925304,2026,egy_ch4_source.csv,,,,,,,,,,,
1295852,Zaqaziq Subdivision,30.58800125150003,31.581364351808592,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,44.69974,7.04370029889804e-08,t of CH4 per MJ,634605933.0064499,MJ,48856435.60752,m^2,12.98919835463337,2026,egy_ch4_source.csv,,,,,,,,,,,
1293844,Al-Warraq Subdivision,30.117043679500057,31.172172097382322,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,41.18876,1.0855493569992561e-07,t of CH4 per MJ,379427796.02262,MJ,29115499.78152,m^2,13.031814630345032,2026,egy_ch4_source.csv,,,,,,,,,,,
1293850,Kirdasah Subdivision,30.050138473500056,31.134823547548173,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,39.896640000000005,1.140526835804436e-07,t of CH4 per MJ,349808866.81075,MJ,26851991.32772,m^2,13.027297027674566,2026,egy_ch4_source.csv,,,,,,,,,,,
1293928,Qalyub Subdivision,30.210191728000034,31.211473790292484,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,39.87142,1.0295761527193264e-07,t of CH4 per MJ,387260523.6115,MJ,29682594.98862,m^2,13.04672060377375,2026,egy_ch4_source.csv,,,,,,,,,,,
1293783,Kafr ad-Dawwar Subdivision,31.13221836100004,30.11068437623709,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,36.1788,8.545613455100727e-08,t of CH4 per MJ,423361063.42846,MJ,33316176.86152,m^2,12.707372313101136,2026,egy_ch4_source.csv,,,,,,,,,,,
1293790,Al-Fayyum Subdivision,29.297048568500088,30.88945744233927,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,35.4003,9.658957499548662e-08,t of CH4 per MJ,366502285.58987,MJ,28025745.85482,m^2,13.077342793602662,2026,egy_ch4_source.csv,,,,,,,,,,,
1293854,Unorganized in Al Jizah Subdivision,28.93517500300004,29.391422471861098,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,34.90361,2.7679621966224782e-08,t of CH4 per MJ,1260985791.01225,MJ,96530439.29006,m^2,13.063089739218633,2026,egy_ch4_source.csv,,,,,,,,,,,
1293779,Damanhur Subdivision,31.02855396300012,30.469826056168166,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,32.81736,7.733967458209091e-08,t of CH4 per MJ,424327619.39238,MJ,31643631.1855,m^2,13.409574170072457,2026,egy_ch4_source.csv,,,,,,,,,,,
1293849,Imbabah Subdivision,30.08389927450014,31.21177796093236,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,31.47436,8.680817785481628e-08,t of CH4 per MJ,362573674.2526701,MJ,28115264.61818,m^2,12.895972318831433,2026,egy_ch4_source.csv,,,,,,,,,,,
1295844,Minya al-Qamh Subdivision,30.50191879350012,31.365748670811115,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,30.87774,7.465084545247992e-08,t of CH4 per MJ,413628805.04355,MJ,31713353.69964,m^2,13.042733006451016,2026,egy_ch4_source.csv,,,,,,,,,,,
1293922,Al-Khankah Subdivision,30.23007392950018,31.356863770179046,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,30.63423,5.377473826445588e-08,t of CH4 per MJ,569676970.79892,MJ,43863997.88546,m^2,12.987347215511246,2026,egy_ch4_source.csv,,,,,,,,,,,
1293925,Banha Subdivision,30.45001220650005,31.206417171063038,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,30.60939,6.77795380226293e-08,t of CH4 per MJ,451602222.33708,MJ,34538846.07694,m^2,13.07519716585419,2026,egy_ch4_source.csv,,,,,,,,,,,
1295824,Bilbays Subdivision,30.398661614000133,31.526096780211006,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,29.68276,6.667236447039297e-08,t of CH4 per MJ,445203349.78042,MJ,34382144.39654,m^2,12.94867896096738,2026,egy_ch4_source.csv,,,,,,,,,,,
1293798,Al-Mahallah al-Kubra Subdivision,31.016933441000077,31.12760509128281,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,29.57468,7.06910749284405e-08,t of CH4 per MJ,418365119.35825,MJ,31799959.63448,m^2,13.156152528716603,2026,egy_ch4_source.csv,,,,,,,,,,,
1293848,Giza Subdivision,29.96709442150009,31.197642155367916,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,29.54305,6.853405512609414e-08,t of CH4 per MJ,431071092.2569,MJ,33087551.99478,m^2,13.028195386739617,2026,egy_ch4_source.csv,,,,,,,,,,,
1293857,Ashmun Subdivision,30.305352182500116,31.011431947228672,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,29.36546,7.605998699941548e-08,t of CH4 per MJ,386082895.33662,MJ,30127072.73896,m^2,12.815147979423232,2026,egy_ch4_source.csv,,,,,,,,,,,
1293811,Al-'Amriyah Subdivision,30.95971584350011,29.827105542661627,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,29.33186,2.5271288337970905e-08,t of CH4 per MJ,1160679250.21171,MJ,90041361.95194,m^2,12.89051192752091,2026,egy_ch4_source.csv,,,,,,,,,,,
1293840,Al-Ahram Subdivision,29.991292591000104,31.137891133886274,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,28.46506,9.251259816282894e-08,t of CH4 per MJ,307688472.33,MJ,23617222.32082,m^2,13.028139725760813,2026,egy_ch4_source.csv,,,,,,,,,,,
1293759,Mit Ghamr Subdivision,30.707225800000145,31.318717077419407,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,27.68853,6.883633810706346e-08,t of CH4 per MJ,402237114.31214,MJ,30892573.91658,m^2,13.020511511870492,2026,egy_ch4_source.csv,,,,,,,,,,,
1293877,Samalut Subdivision,28.270736056000146,30.635895788070876,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,26.78326,1.0439896204903688e-07,t of CH4 per MJ,256547186.6226,MJ,19150005.16124,m^2,13.396716317437695,2026,egy_ch4_source.csv,,,,,,,,,,,
1295831,Faqus Subdivision,30.750877381000098,31.89648095775089,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,26.73439,6.624253717991772e-08,t of CH4 per MJ,403583424.46015,MJ,30975966.22972,m^2,13.028921243881344,2026,egy_ch4_source.csv,,,,,,,,,,,
1293806,Tanta Subdivision,30.815812111500122,30.934688059233473,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,26.64528,6.968699523021252e-08,t of CH4 per MJ,382356563.25799,MJ,29208952.43336,m^2,13.090389466391631,2026,egy_ch4_source.csv,,,,,,,,,,,
1293839,Al-'Umraniyah Subdivision,29.990157127000092,31.18113331060774,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,26.10747,8.082973125059993e-08,t of CH4 per MJ,322993403.49231,MJ,24791875.8943,m^2,13.028195400355756,2026,egy_ch4_source.csv,,,,,,,,,,,
1293924,Al-Qanatir al-Khayriyah Subdivision,30.213086161500023,31.123088449427595,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,25.73226,9.426055110530909e-08,t of CH4 per MJ,272990765.47146,MJ,20979799.54436,m^2,13.012076921623786,2026,egy_ch4_source.csv,,,,,,,,,,,
1293932,Tukh Subdivision,30.34923744200009,31.18305784138679,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,25.27112,7.4870846115268e-08,t of CH4 per MJ,337529509.96565,MJ,25909396.72866,m^2,13.027301002044853,2026,egy_ch4_source.csv,,,,,,,,,,,
1295937,Unorganized in Asyut Subdivision,27.348960500000146,31.80826686435806,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,25.05207,7.634194021995659e-08,t of CH4 per MJ,328156055.86942005,MJ,24531709.9428,m^2,13.376811344768614,2026,egy_ch4_source.csv,,,,,,,,,,,
1296057,Unorganized in Qina Subdivision,25.966478486500105,33.19055097601294,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,25.00594,7.614122846373092e-08,t of CH4 per MJ,328415242.36651003,MJ,25916444.51848,m^2,12.672079386982656,2026,egy_ch4_source.csv,,,,,,,,,,,
1295809,Al-Husayniyah Subdivision,30.925246238000092,32.006728357975305,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,24.734630000000003,6.080822862249231e-08,t of CH4 per MJ,406764521.18934,MJ,31361502.95354,m^2,12.970185829165612,2026,egy_ch4_source.csv,,,,,,,,,,,
1293863,Shibin al-Kawm Subdivision,30.558578491000052,30.999184978529804,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,24.154,6.01002745922498e-08,t of CH4 per MJ,401895002.37516,MJ,30868237.53352,m^2,13.019693849988675,2026,egy_ch4_source.csv,,,,,,,,,,,
1296081,Sawhaj Subdivision,26.548259937000097,31.659570882582415,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,24.05278,9.216170618294512e-08,t of CH4 per MJ,260984534.64234,MJ,20334600.1704,m^2,12.83450534829012,2026,egy_ch4_source.csv,,,,,,,,,,,
1295947,Bani Suwayf Subdivision,29.101359308500086,31.080647075275564,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,23.93671,7.2774377925055e-08,t of CH4 per MJ,328916724.29891,MJ,24863295.5224,m^2,13.229007554633306,2026,egy_ch4_source.csv,,,,,,,,,,,
1293931,Shubra al-Khaymah 2 Subdivision,30.136703491500132,31.282776333540742,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,23.42692,1.1162285797112076e-07,t of CH4 per MJ,209875651.15078,MJ,16092064.13354,m^2,13.042183364988285,2026,egy_ch4_source.csv,,,,,,,,,,,
1296034,Kafr ash-Shaykh Subdivision,31.20049190600014,31.017651612919565,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,23.3201,6.990505023720014e-08,t of CH4 per MJ,333596784.7941,MJ,25379275.88014,m^2,13.144456381245648,2026,egy_ch4_source.csv,,,,,,,,,,,
1293873,Mallawi Subdivision,27.775078648000118,30.813329414848262,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,23.21021,1.0142502855152365e-07,t of CH4 per MJ,228841049.70411003,MJ,17420542.89632,m^2,13.136275434472912,2026,egy_ch4_source.csv,,,,,,,,,,,
1293868,Al-Minya Subdivision,28.103211029500102,30.638603798545308,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,22.40199,9.394556058897649e-08,t of CH4 per MJ,238457143.25993,MJ,17944675.07762,m^2,13.288462578925476,2026,egy_ch4_source.csv,,,,,,,,,,,
1293793,Itsa Subdivision,29.20739078600004,30.765257623839858,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,22.40164,1.0330026640297209e-07,t of CH4 per MJ,216859460.09676,MJ,16703168.52084,m^2,12.983133099937984,2026,egy_ch4_source.csv,,,,,,,,,,,
1293794,Sinnuris Subdivision,29.4491081240001,30.81165095656118,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,22.36786,1.0027052868042729e-07,t of CH4 per MJ,223075117.82738,MJ,17194695.78228,m^2,12.9734844193795,2026,egy_ch4_source.csv,,,,,,,,,,,
1293747,Al-Mansurah Subdivision,31.05437660300009,31.466587931018744,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,22.13488,6.912696700656218e-08,t of CH4 per MJ,320206150.48681,MJ,24412926.40438,m^2,13.116254281967636,2026,egy_ch4_source.csv,,,,,,,,,,,
1293870,Bani Mazar Subdivision,28.51437620150016,30.747750676470808,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,22.00681,9.277139394933613e-08,t of CH4 per MJ,237215471.95915,MJ,17917588.30616,m^2,13.239252286960753,2026,egy_ch4_source.csv,,,,,,,,,,,
1293772,Abu al-Matamir Subdivision,30.773619652000114,30.1445680817507,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,21.81844,4.003930552167122e-08,t of CH4 per MJ,544925535.43894,MJ,40733197.5144,m^2,13.377921908691258,2026,egy_ch4_source.csv,,,,,,,,,,,
1293886,Al-Khalifa Subdivision,30.008447646999997,31.29632117148314,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,21.51166,5.651178674722311e-08,t of CH4 per MJ,380657934.17967,MJ,29218009.2456,m^2,13.028195418104811,2026,egy_ch4_source.csv,,,,,,,,,,,
1293809,Zifta Subdivision,30.724956513000112,31.213314041419693,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,21.40273,6.543317811234059e-08,t of CH4 per MJ,327092930.79505,MJ,25119996.65502,m^2,13.021217131797808,2026,egy_ch4_source.csv,,,,,,,,,,,
1295922,Dayrut Subdivision,27.537369888000086,30.787146271545225,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,21.29508,8.475325580036256e-08,t of CH4 per MJ,251259728.00574,MJ,18803526.00524,m^2,13.36237298981697,2026,egy_ch4_source.csv,,,,,,,,,,,
1293892,An-Nuzhah Subdivision,30.115726471500153,31.39192149029979,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,20.92288,5.852851881525862e-08,t of CH4 per MJ,357481795.60193,MJ,27486861.90486,m^2,13.005551409952805,2026,egy_ch4_source.csv,,,,,,,,,,,
1293752,As-Sinbillawayn Subdivision,30.890302658500133,31.509137144370136,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,20.77092,6.635662571650528e-08,t of CH4 per MJ,313019533.10193,MJ,23966007.434,m^2,13.060979554644414,2026,egy_ch4_source.csv,,,,,,,,,,,
1295914,Asyut Subdivision,27.118159991500047,31.233248101504174,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,20.5858,9.31566978929652e-08,t of CH4 per MJ,220980353.16422,MJ,16527878.41734,m^2,13.370158442863511,2026,egy_ch4_source.csv,,,,,,,,,,,
1293884,Al-Basatin Subdivision,29.979904175500113,31.2946594145481,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,20.47612,5.5728108248774367e-08,t of CH4 per MJ,367428944.62868,MJ,28202593.7697,m^2,13.028196896678148,2026,egy_ch4_source.csv,,,,,,,,,,,
1293895,As-Salam Subdivision,30.163928031500095,31.42719112493201,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,20.38685,5.0602138253453046e-08,t of CH4 per MJ,402885148.80315,MJ,31338244.59364,m^2,12.856021580893344,2026,egy_ch4_source.csv,,,,,,,,,,,
1293872,Maghaghah Subdivision,28.640451432000162,30.806738131494896,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,19.9704,9.372087983619605e-08,t of CH4 per MJ,213083787.03768,MJ,16276866.58744,m^2,13.09120437235171,2026,egy_ch4_source.csv,,,,,,,,,,,
1293907,Helwan Subdivision,29.851764679500178,31.32688012688237,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,19.78108,3.997932172189688e-08,t of CH4 per MJ,494782781.39886,MJ,38008925.58882,m^2,13.017541899274208,2026,egy_ch4_source.csv,,,,,,,,,,,
1293847,Bulaq al-Dakrur Subdivision,30.033971786500103,31.18977469246066,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,19.61487,1.1645730762111825e-07,t of CH4 per MJ,168429705.27719003,MJ,12928091.65956,m^2,13.02819547637106,2026,egy_ch4_source.csv,,,,,,,,,,,
1293936,Unorganized in Al Uqsur Subdivision,25.63372802800012,32.715845395537066,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,19.58907,5.18669029683379e-07,t of CH4 per MJ,37767957.75132,MJ,3001152.06248,m^2,12.584486545513618,2026,egy_ch4_source.csv,,,,,,,,,,,
1293754,Bilqas Subdivision,31.325012207500063,31.38192598182556,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,19.57799,5.1544494421527415e-08,t of CH4 per MJ,379826986.75619,MJ,29944798.91694,m^2,12.684239016255974,2026,egy_ch4_source.csv,,,,,,,,,,,
1293773,Abu Hummus Subdivision,31.10592556000008,30.30900253634874,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,19.57348,8.54070784091357e-08,t of CH4 per MJ,229178662.52531,MJ,17340463.91532,m^2,13.216408952175414,2026,egy_ch4_source.csv,,,,,,,,,,,
1295791,Abu Hammad Subdivision,30.54394817350007,31.678930143559022,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,19.4828,6.166878854615646e-08,t of CH4 per MJ,315926426.63019,MJ,24578730.21094,m^2,12.853651263464013,2026,egy_ch4_source.csv,,,,,,,,,,,
1293866,Abu Qurqas Subdivision,27.934780733000018,30.776382415864525,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,19.3994,9.11662306084376e-08,t of CH4 per MJ,212791511.40208,MJ,16113817.84108,m^2,13.20553040258385,2026,egy_ch4_source.csv,,,,,,,,,,,
1296032,Disuq Subdivision,31.15233325950004,30.702834674616938,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,19.37717,9.100623540716129e-08,t of CH4 per MJ,212921344.49147,MJ,16158038.53716,m^2,13.177425217906052,2026,egy_ch4_source.csv,,,,,,,,,,,
1293929,Shibin al-Qanatir Subdivision,30.29766559550015,31.309748680620167,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,19.23909,7.35345160546902e-08,t of CH4 per MJ,261633461.8384,MJ,20050919.16388,m^2,13.048452277924,2026,egy_ch4_source.csv,,,,,,,,,,,
1293909,Nasr City 1 Subdivision,30.027889251500085,31.368050126200988,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,19.07759,2.3372678284457798e-08,t of CH4 per MJ,816234655.1736901,MJ,62531066.2048,m^2,13.053266235704044,2026,egy_ch4_source.csv,,,,,,,,,,,
1293745,Aja Subdivision,30.892832756500155,31.316376738254935,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,18.7297,6.376849224418295e-08,t of CH4 per MJ,293714016.76364005,MJ,22432945.75722,m^2,13.092975837518296,2026,egy_ch4_source.csv,,,,,,,,,,,
1293782,Ityay al-Barud Subdivision,30.88930606900007,30.65673019765368,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,18.7089,6.851622304025731e-08,t of CH4 per MJ,273057958.68239003,MJ,20609998.76978,m^2,13.248810042762791,2026,egy_ch4_source.csv,,,,,,,,,,,
1295827,Diyarb Najm Subdivision,30.75341987550005,31.44510264525161,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,18.23056,7.80974063941641e-08,t of CH4 per MJ,233433616.32253,MJ,17956645.63632,m^2,12.999845352540436,2026,egy_ch4_source.csv,,,,,,,,,,,
1293784,Kawm Hamadah Subdivision,30.656234740500086,30.77441499100818,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,18.1945,6.394623474768523e-08,t of CH4 per MJ,284528089.44562,MJ,21761676.78202,m^2,13.074731892015954,2026,egy_ch4_source.csv,,,,,,,,,,,
1293826,Sidi Jabir Subdivision,31.213902473500063,29.953995835394693,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,17.7395,9.878511765952474e-08,t of CH4 per MJ,179576644.94708002,MJ,14661262.95774,m^2,12.248374881802226,2026,egy_ch4_source.csv,,,,,,,,,,,
1293888,Al-Marj Subdivision,30.155785560500078,31.347276044325554,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,17.70169,7.46712196285114e-08,t of CH4 per MJ,237061750.00309,MJ,18243662.72244,m^2,12.994197141755985,2026,egy_ch4_source.csv,,,,,,,,,,,
1295806,Abu Kabir Subdivision,30.722374916000092,31.681889145412015,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,17.3507,7.36661590587422e-08,t of CH4 per MJ,235531487.20791,MJ,18096074.02072,m^2,13.015612499055129,2026,egy_ch4_source.csv,,,,,,,,,,,
1293861,Quwaysina Subdivision,30.558578491000052,31.161768358059735,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,17.15821,6.233404319640897e-08,t of CH4 per MJ,275262266.33392,MJ,21074717.39996,m^2,13.061255394790845,2026,egy_ch4_source.csv,,,,,,,,,,,
1293841,Al-Badrashayn Subdivision,29.82671848050012,31.260656939541363,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,17.03187,6.910768868307485e-08,t of CH4 per MJ,246454053.4427,MJ,18936182.05468,m^2,13.014981200066666,2026,egy_ch4_source.csv,,,,,,,,,,,
1295926,Manfalut Subdivision,27.308951555000107,30.935885903536494,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,16.75154,8.571062915208554e-08,t of CH4 per MJ,195442970.90943,MJ,14601916.6726,m^2,13.384747721247589,2026,egy_ch4_source.csv,,,,,,,,,,,
1295912,Al-Qusiyah Subdivision,27.41292589100013,30.818312812651975,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,16.73956,8.23398505197656e-08,t of CH4 per MJ,203298401.61638,MJ,15194507.83926,m^2,13.37972929212566,2026,egy_ch4_source.csv,,,,,,,,,,,
1293930,Shubra al-Khaymah 1 Subdivision,30.132360459000097,31.247554375297682,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,16.73763,1.1478248481927149e-07,t of CH4 per MJ,145820418.73683,MJ,11183440.57098,m^2,13.038958611290036,2026,egy_ch4_source.csv,,,,,,,,,,,
1293803,Kafr az-Zayyat Subdivision,30.79966259000011,30.832884321550303,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,16.502270000000003,6.280004752652152e-08,t of CH4 per MJ,262774801.1342,MJ,20043863.7912,m^2,13.109987369279963,2026,egy_ch4_source.csv,,,,,,,,,,,
1293763,Talkha Subdivision,31.104508400000046,31.380656324653344,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,16.31693,7.129971176632424e-08,t of CH4 per MJ,228849873.2432,MJ,17455398.38962,m^2,13.110549993478667,2026,egy_ch4_source.csv,,,,,,,,,,,
1293801,As-Santah Subdivision,30.775026322000144,31.115025822944666,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,15.93853,6.690771896654396e-08,t of CH4 per MJ,238216610.07409,MJ,18252661.34318,m^2,13.051061738078992,2026,egy_ch4_source.csv,,,,,,,,,,,
1296037,Sidi Salim Subdivision,31.34483718900006,30.740698553256017,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,15.92347,8.033679377628967e-08,t of CH4 per MJ,198208930.82118,MJ,15225206.81682,m^2,13.018472143328085,2026,egy_ch4_source.csv,,,,,,,,,,,
1296071,Al-Baliyana Subdivision,26.2471179960001,31.942264101739696,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,15.87868,8.284275122243693e-08,t of CH4 per MJ,191672533.39239,MJ,15239752.67222,m^2,12.57714199927818,2026,egy_ch4_source.csv,,,,,,,,,,,
1296085,Tima Subdivision,26.873752455000012,31.428561401277598,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,15.86655,1.0446023947940505e-07,t of CH4 per MJ,151890806.29217,MJ,11394236.65812,m^2,13.330494253331691,2026,egy_ch4_source.csv,,,,,,,,,,,
1293810,Ad-Dukhaylah Subdivision,31.11903200000011,29.806595636360857,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,15.78246,4.2757565137425665e-08,t of CH4 per MJ,369115031.44003,MJ,29314676.37412,m^2,12.59147557112032,2026,egy_ch4_source.csv,,,,,,,,,,,
1293774,Ad-Dilinat Subdivision,30.816162109000057,30.491684875067698,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,15.57971,6.43268894579209e-08,t of CH4 per MJ,242195917.31062,MJ,18216940.57476,m^2,13.295092900845718,2026,egy_ch4_source.csv,,,,,,,,,,,
1295940,Al-Fashn Subdivision,28.807118055500148,30.83542620669144,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,15.52352,1.0621724368754425e-07,t of CH4 per MJ,146148774.54046,MJ,11274901.01754,m^2,12.9623110937383,2026,egy_ch4_source.csv,,,,,,,,,,,
1293762,Shirbin Subdivision,31.246579170500127,31.57538702411744,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,15.38246,8.247768482997878e-08,t of CH4 per MJ,186504507.63391,MJ,14268668.43864,m^2,13.070911867911231,2026,egy_ch4_source.csv,,,,,,,,,,,
1296074,Al-Maraghah Subdivision,26.674585343000047,31.58969101407034,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,15.36416,9.506969773860113e-08,t of CH4 per MJ,161609433.55731,MJ,12202590.89934,m^2,13.243862298624707,2026,egy_ch4_source.csv,,,,,,,,,,,
1293818,Ar-Raml 2 Subdivision,31.211122626000048,29.99756479197722,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,15.148129999999998,9.387781349011536e-08,t of CH4 per MJ,161360064.07515,MJ,13173997.69318,m^2,12.2483750060685,2026,egy_ch4_source.csv,,,,,,,,,,,
1295952,Biba Subdivision,28.946292837500096,30.97459197265535,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,14.97993,9.999242874874065e-08,t of CH4 per MJ,149810642.54016,MJ,11312637.37714,m^2,13.2427689092987,2026,egy_ch4_source.csv,,,,,,,,,,,
1296076,Jirja Subdivision,26.304905892500017,31.86739072945811,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,14.83934,9.01933709429311e-08,t of CH4 per MJ,164528056.16268,MJ,12990199.20368,m^2,12.665552974435586,2026,egy_ch4_source.csv,,,,,,,,,,,
1295944,Al-Wasta Subdivision,29.322235046500165,31.17085183754525,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,14.69108,8.522772320886796e-08,t of CH4 per MJ,172374427.55565,MJ,13329202.86072,m^2,12.932088239396704,2026,egy_ch4_source.csv,,,,,,,,,,,
1293878,Unorganized in Al Minya Subdivision,28.161838383500083,31.623193133025097,buildings,residential-onsite-fuel-usage,,gadm-aggregation,ch4,14.49079,6.724687851196074e-08,t of CH4 per MJ,215486433.28363,MJ,16275524.17786,m^2,13.239907417345217,2026,egy_ch4_source.csv,,,,,,,,,,,
